Statement,Suspiciousness
org.mockito.exceptions.base.MockitoAssertionError#18,0.0
org.mockito.exceptions.base.MockitoAssertionError#20,0.0
org.mockito.exceptions.base.MockitoAssertionError#22,0.0
org.mockito.exceptions.base.MockitoAssertionError#23,0.0
org.mockito.exceptions.base.MockitoAssertionError#24,0.0
org.mockito.exceptions.base.MockitoAssertionError#27,0
org.mockito.exceptions.base.MockitoException#29,0.0
org.mockito.exceptions.base.MockitoException#30,0.0
org.mockito.exceptions.base.MockitoException#31,0.0
org.mockito.exceptions.base.MockitoException#34,0.0
org.mockito.exceptions.base.MockitoException#35,0.0
org.mockito.exceptions.base.MockitoException#36,0.0
org.mockito.exceptions.base.MockitoException#39,0.0
org.mockito.exceptions.base.MockitoException#41,0.0
org.mockito.exceptions.base.MockitoException#42,0.0
org.mockito.exceptions.base.MockitoException#43,0.0
org.mockito.exceptions.base.MockitoException#46,0
org.mockito.exceptions.misusing.UnfinishedStubbingException#15,0.0
org.mockito.exceptions.misusing.UnfinishedStubbingException#16,0.0
org.mockito.exceptions.misusing.FriendlyReminderException#15,0.0
org.mockito.exceptions.misusing.FriendlyReminderException#16,0.0
org.mockito.exceptions.misusing.NotAMockException#15,0.0
org.mockito.exceptions.misusing.NotAMockException#16,0.0
org.mockito.exceptions.misusing.WrongTypeOfReturnValue#14,0.0
org.mockito.exceptions.misusing.WrongTypeOfReturnValue#15,0.0
org.mockito.exceptions.misusing.CannotVerifyStubOnlyMock#13,0.0
org.mockito.exceptions.misusing.CannotVerifyStubOnlyMock#14,0.0
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#15,0.0
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#16,0.0
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#19,0.0
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#20,0.0
org.mockito.exceptions.misusing.UnfinishedVerificationException#15,0.0
org.mockito.exceptions.misusing.UnfinishedVerificationException#16,0.0
org.mockito.exceptions.misusing.NullInsteadOfMockException#15,0.0
org.mockito.exceptions.misusing.NullInsteadOfMockException#16,0.0
org.mockito.exceptions.misusing.CannotStubVoidMethodWithReturnValue#7,0.0
org.mockito.exceptions.misusing.CannotStubVoidMethodWithReturnValue#8,0.0
org.mockito.exceptions.misusing.MockitoConfigurationException#14,0
org.mockito.exceptions.misusing.MockitoConfigurationException#15,0
org.mockito.exceptions.misusing.MockitoConfigurationException#18,0
org.mockito.exceptions.misusing.MockitoConfigurationException#19,0
org.mockito.exceptions.misusing.MissingMethodInvocationException#15,0.0
org.mockito.exceptions.misusing.MissingMethodInvocationException#16,0.0
org.mockito.exceptions.Reporter#54,0.025439034474681713
org.mockito.exceptions.Reporter#57,0.0
org.mockito.exceptions.Reporter#64,0.0
org.mockito.exceptions.Reporter#71,0.0
org.mockito.exceptions.Reporter#89,0.0
org.mockito.exceptions.Reporter#102,0.0
org.mockito.exceptions.Reporter#117,0.0
org.mockito.exceptions.Reporter#130,0.0
org.mockito.exceptions.Reporter#134,0.0
org.mockito.exceptions.Reporter#135,0.0
org.mockito.exceptions.Reporter#145,0.0
org.mockito.exceptions.Reporter#157,0.0
org.mockito.exceptions.Reporter#165,0.0
org.mockito.exceptions.Reporter#174,0.0
org.mockito.exceptions.Reporter#184,0.0
org.mockito.exceptions.Reporter#194,0.0
org.mockito.exceptions.Reporter#203,0.0
org.mockito.exceptions.Reporter#212,0.0
org.mockito.exceptions.Reporter#221,0.0
org.mockito.exceptions.Reporter#230,0.0
org.mockito.exceptions.Reporter#239,0.0
org.mockito.exceptions.Reporter#241,0.0
org.mockito.exceptions.Reporter#242,0.0
org.mockito.exceptions.Reporter#258,0.0
org.mockito.exceptions.Reporter#262,0.0
org.mockito.exceptions.Reporter#263,0.0
org.mockito.exceptions.Reporter#279,0.0
org.mockito.exceptions.Reporter#286,0.0
org.mockito.exceptions.Reporter#295,0.0
org.mockito.exceptions.Reporter#296,0.0
org.mockito.exceptions.Reporter#297,0.0
org.mockito.exceptions.Reporter#298,0.0
org.mockito.exceptions.Reporter#302,0.0
org.mockito.exceptions.Reporter#311,0.0
org.mockito.exceptions.Reporter#315,0.0
org.mockito.exceptions.Reporter#320,0.0
org.mockito.exceptions.Reporter#321,0.0
org.mockito.exceptions.Reporter#323,0.0
org.mockito.exceptions.Reporter#324,0.0
org.mockito.exceptions.Reporter#325,0.0
org.mockito.exceptions.Reporter#326,0.0
org.mockito.exceptions.Reporter#327,0.0
org.mockito.exceptions.Reporter#328,0.0
org.mockito.exceptions.Reporter#329,0.0
org.mockito.exceptions.Reporter#330,0.0
org.mockito.exceptions.Reporter#333,0.0
org.mockito.exceptions.Reporter#334,0.0
org.mockito.exceptions.Reporter#338,0.0
org.mockito.exceptions.Reporter#340,0.0
org.mockito.exceptions.Reporter#347,0.0
org.mockito.exceptions.Reporter#350,0.0
org.mockito.exceptions.Reporter#353,0.0
org.mockito.exceptions.Reporter#354,0.0
org.mockito.exceptions.Reporter#360,0.0
org.mockito.exceptions.Reporter#361,0.0
org.mockito.exceptions.Reporter#366,0.0
org.mockito.exceptions.Reporter#367,0.0
org.mockito.exceptions.Reporter#368,0.0
org.mockito.exceptions.Reporter#370,0.0
