Statement,Suspiciousness
org.mockito.Mockito#1067,0
org.mockito.Mockito#1256,0.12938729237669142
org.mockito.Mockito#1275,0.0
org.mockito.Mockito#1276,0.0
org.mockito.Mockito#1277,0.0
org.mockito.Mockito#1293,0
org.mockito.Mockito#1328,0
org.mockito.Mockito#1351,0.0
org.mockito.Mockito#1378,0.18206338197228908
org.mockito.Mockito#1461,0.0
org.mockito.Mockito#1462,0.0
org.mockito.Mockito#1463,0.0
org.mockito.Mockito#1495,0.0
org.mockito.Mockito#1496,0.0
org.mockito.Mockito#1497,0.0
org.mockito.Mockito#1550,0.07905694150420949
org.mockito.Mockito#1616,0.20625716183134754
org.mockito.Mockito#1647,0.07009651926150554
org.mockito.Mockito#1673,0.05621487667468961
org.mockito.Mockito#1704,0.0
org.mockito.Mockito#1705,0.0
org.mockito.Mockito#1749,0.0
org.mockito.Mockito#1750,0.0
org.mockito.Mockito#1768,0.0
org.mockito.Mockito#1769,0.0
org.mockito.Mockito#1804,0.07715167498104596
org.mockito.Mockito#1822,0.0
org.mockito.Mockito#1843,0.0
org.mockito.Mockito#1879,0.0
org.mockito.Mockito#1905,0.0
org.mockito.Mockito#1947,0.0
org.mockito.Mockito#1997,0.0
org.mockito.Mockito#2028,0.014731391274719742
org.mockito.Mockito#2095,0.0
org.mockito.Mockito#2111,0.086710996952412
org.mockito.Mockito#2132,0.0
org.mockito.Mockito#2147,0.0
org.mockito.Mockito#2163,0.0
org.mockito.Mockito#2179,0.0
org.mockito.Mockito#2196,0.0
org.mockito.Mockito#2216,0.0
org.mockito.Mockito#2257,0.0
org.mockito.Mockito#2297,0.0
org.mockito.Mockito#2346,0.0679018095318889
org.mockito.Mockito#2347,0.07024393586862705
org.mockito.Mockito#2380,0.17940968463561371
org.mockito.Mockito#2388,0
org.mockito.Matchers#98,0
org.mockito.Matchers#110,0.0
org.mockito.Matchers#121,0.0
org.mockito.Matchers#132,0.0
org.mockito.Matchers#143,0.0
org.mockito.Matchers#154,0.0
org.mockito.Matchers#165,0.0
org.mockito.Matchers#176,0.0
org.mockito.Matchers#187,0.0
org.mockito.Matchers#200,0.15811388300841897
org.mockito.Matchers#227,0.47140452079103173
org.mockito.Matchers#244,0.0472455591261534
org.mockito.Matchers#259,0.0
org.mockito.Matchers#270,0.05661385170722978
org.mockito.Matchers#281,0.0
org.mockito.Matchers#300,0.0
org.mockito.Matchers#311,0.0
org.mockito.Matchers#330,0.0
org.mockito.Matchers#341,0.0
org.mockito.Matchers#361,0.0
org.mockito.Matchers#372,0.0
org.mockito.Matchers#391,0.0
org.mockito.Matchers#406,0.23570226039551587
org.mockito.Matchers#419,0.0
org.mockito.Matchers#432,0.0
org.mockito.Matchers#445,0.0
org.mockito.Matchers#458,0.0
org.mockito.Matchers#471,0.0
org.mockito.Matchers#484,0.0
org.mockito.Matchers#497,0.0
org.mockito.Matchers#510,0.0
org.mockito.Matchers#523,0.03857583749052298
org.mockito.Matchers#547,0.0
org.mockito.Matchers#562,0.0
org.mockito.Matchers#573,0.0
org.mockito.Matchers#586,0.0
org.mockito.Matchers#599,0.0
org.mockito.Matchers#614,0.0
org.mockito.Matchers#627,0.0
org.mockito.Matchers#642,0.0
org.mockito.Matchers#655,0.0
org.mockito.Matchers#668,0.0
org.mockito.Matchers#681,0.0
org.mockito.Matchers#694,0.0
org.mockito.Matchers#709,0.0
org.mockito.Matchers#721,0.0
org.mockito.Matchers#733,0.0
org.mockito.Matchers#745,0.0
org.mockito.Matchers#757,0.0
org.mockito.Matchers#769,0.0
org.mockito.Matchers#781,0.0
org.mockito.Matchers#793,0.0
org.mockito.Matchers#805,0.0
org.mockito.Matchers#809,0.2333141313143457
org.mockito.internal.MockitoCore#41,0.08045179867091297
org.mockito.internal.MockitoCore#43,0.08045179867091297
org.mockito.internal.MockitoCore#44,0.08045179867091297
